Województwo,Powiat,Gmina,Miejscowość,Ulica (jeśli dotyczy),Typ punktu/Kategoria obszaru,WGS84 X,WGS84 Y,Parametr pomiaru,Data pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Wartość maksymalna (Emax) [V/m],Niepewność pomiaru  [V/m],Wartość wskaźnika poziomu emisji pól elektromagnetycznych WME (z obliczeń)
WOJ. MAŁOPOLSKIE,Powiat m. Kraków,M. Kraków,Kraków,Park Zalew Nowohucki,Miasta powyżej 200000 mieszkańców,20.052572,50.080517,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-08,"<0,3",,0.45,0.18,0.02
WOJ. MAŁOPOLSKIE,Powiat m. Kraków,M. Kraków,Kraków,Księcia Józefa,Miasta powyżej 200000 mieszkańców,19.824192,50.044353,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-17,"<0,3",,0.38,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat m. Tarnów,M. Tarnów,Tarnów,Spokojna,Miasta w przedziale powyżej 100000 do 200000 mieszkańców,21.002528,50.036139,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-20,2.44,0.98,3.84,1.53,0.19
WOJ. MAŁOPOLSKIE,Powiat m. Tarnów,M. Tarnów,Tarnów,Słoneczna,Miasta w przedziale powyżej 100000 do 200000 mieszkańców,21.005881,50.017394,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-20,1.49,0.6,2.07,0.83,0.1
WOJ. MAŁOPOLSKIE,Powiat m. Nowy Sącz,M. Nowy Sącz,Nowy Sącz,Kolejowa,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,20.702144,49.607144,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-13,2.96,1.18,3.4,1.36,0.17
WOJ. MAŁOPOLSKIE,Powiat m. Nowy Sącz,M. Nowy Sącz,Nowy Sącz,Bulwar Narwiku ,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,20.690556,49.629167,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-11,0.69,0.28,0.97,0.39,0.05
WOJ. MAŁOPOLSKIE,Powiat m. Nowy Sącz,M. Nowy Sącz,Nowy Sącz,Aleje Wolności,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,20.697556,49.615156,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-11,1.01,0.4,1.13,0.45,0.06
WOJ. MAŁOPOLSKIE,Powiat bocheński,Bochnia,Bochnia,Kraszewskiego,Miasta w przedziale od 20000 do 50000 mieszkańców,20.429783,49.970233,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-23,"<0,3",,0.37,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat bocheński,Bochnia,Bochnia,Windakiewicza,Miasta w przedziale od 20000 do 50000 mieszkańców,20.41725,49.966314,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-23,2.32,0.93,3.53,1.41,0.18
WOJ. MAŁOPOLSKIE,Powiat brzeski,Brzesko,Brzesko,Królowej Jadwigi,Miasta w przedziale od 20000 do 50000 mieszkańców,20.603567,49.974033,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-29,1.34,0.54,1.56,0.62,0.08
WOJ. MAŁOPOLSKIE,Powiat brzeski,Brzesko,Brzesko,Rynek,Miasta w przedziale od 20000 do 50000 mieszkańców,20.607114,49.967689,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-29,1,0.4,1.13,0.45,0.06
WOJ. MAŁOPOLSKIE,Powiat dąbrowski,Dąbrowa Tarnowska,Dąbrowa Tarnowska,Żabieńska,Miasta w przedziale od 20000 do 50000 mieszkańców,20.983289,50.167919,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-11,0.67,0.27,0.86,0.35,0.04
WOJ. MAŁOPOLSKIE,Powiat dąbrowski,Dąbrowa Tarnowska,Dąbrowa Tarnowska,Jakuba Bojki,Miasta w przedziale od 20000 do 50000 mieszkańców,20.982389,50.174903,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-11,"<0,3",,0.37,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat gorlicki,Gorlice,Gorlice,Rynek,Miasta w przedziale od 20000 do 50000 mieszkańców,21.156833,49.657917,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-06,2.68,1.07,2.88,1.15,0.14
WOJ. MAŁOPOLSKIE,Powiat gorlicki,Gorlice,Gorlice,Ariańska,Miasta w przedziale od 20000 do 50000 mieszkańców,21.161508,49.652725,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-06,1.08,0.43,1.28,0.51,0.06
WOJ. MAŁOPOLSKIE,Powiat nowosądecki,Stary Sącz,Stary Sącz,Adama Mickiewicza,Miasta w przedziale od 20000 do 50000 mieszkańców,20.637286,49.557289,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-08,0.36,0.2,0.56,0.22,0.03
WOJ. MAŁOPOLSKIE,Powiat nowosądecki,Stary Sącz,Stary Sącz,Rynek,Miasta w przedziale od 20000 do 50000 mieszkańców,20.635611,49.563361,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-14,"<0,3",,0.39,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat nowotarski,Nowy Targ,Nowy Targ,Rynek,Miasta w przedziale od 20000 do 50000 mieszkańców,20.031017,49.481783,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-26,0.4,0.17,0.6,0.24,0.03
WOJ. MAŁOPOLSKIE,Powiat nowotarski,Nowy Targ,Nowy Targ,Osiedle Bor ,Miasta w przedziale od 20000 do 50000 mieszkańców,20.008567,49.470078,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,"<0,3",,0.43,0.17,0.02
WOJ. MAŁOPOLSKIE,Powiat nowotarski,Czarny Dunajec,Czarny Dunajec,Rynek,Miasta w przedziale od 20000 do 50000 mieszkańców,19.853022,49.440211,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,0.37,0.18,0.63,0.25,0.03
WOJ. MAŁOPOLSKIE,Powiat nowotarski,Czarny Dunajec,Czarny Dunajec,ul. Kamieniec Dolny,Miasta w przedziale od 20000 do 50000 mieszkańców,19.861367,49.442486,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,"<0,3",,0.56,0.22,0.03
WOJ. MAŁOPOLSKIE,Powiat tatrzański,Zakopane,Zakopane,Krupówki,Miasta w przedziale od 20000 do 50000 mieszkańców,19.956683,49.292753,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-11,0.53,0.21,0.75,0.3,0.04
WOJ. MAŁOPOLSKIE,Powiat tatrzański,Zakopane,Zakopane,Na Gubałówkę,Miasta w przedziale od 20000 do 50000 mieszkańców,19.945686,49.298272,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-11,1.38,0.55,1.52,0.61,0.08
WOJ. MAŁOPOLSKIE,Powiat bocheński,Nowy Wiśnicz,Nowy Wiśnicz,Park przy Ratuszu,Miasta poniżej 20000 mieszkańców,20.462556,49.915306,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-01,0.39,0.16,0.63,0.25,0.03
WOJ. MAŁOPOLSKIE,Powiat brzeski,Czchów,Czchów,Sądecka ,Miasta poniżej 20000 mieszkańców,20.679933,49.823258,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-31,"<0,3",,0.46,0.19,0.02
WOJ. MAŁOPOLSKIE,Powiat dąbrowski,Szczucin,Szczucin,Rynek,Miasta poniżej 20000 mieszkańców,21.075403,50.308828,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-11,"<0,3",,0.42,0.17,0.02
WOJ. MAŁOPOLSKIE,Powiat gorlicki,Biecz,Biecz,Kazimierza Wielkiego,Miasta poniżej 20000 mieszkańców,21.255578,49.732414,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-06,"<0,3",,0.38,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat gorlicki,Bobowa,Bobowa,Rynek,Miasta poniżej 20000 mieszkańców,20.941753,49.708047,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-04,"<0,3",,0.36,0.14,0.02
WOJ. MAŁOPOLSKIE,Powiat limanowski,Limanowa,Limanowa,Rynek,Miasta poniżej 20000 mieszkańców,20.421653,49.705992,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-14,1.05,0.42,1.34,0.54,0.07
WOJ. MAŁOPOLSKIE,Powiat limanowski,Mszana Dolna,Mszana Dolna,Słoneczna,Miasta poniżej 20000 mieszkańców,20.078611,49.677278,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-10,0.57,0.23,0.71,0.29,0.04
WOJ. MAŁOPOLSKIE,Powiat nowosądecki,Piwniczna-Zdrój,Piwniczna-Zdrój,Rynek,Miasta poniżej 20000 mieszkańców,20.714106,49.440533,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-22,"<0,3",,0.4,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat nowosądecki,Muszyna,Muszyna,Aleja Zdrojowa,Miasta poniżej 20000 mieszkańców,20.889592,49.350175,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-22,0.37,0.19,0.6,0.24,0.03
WOJ. MAŁOPOLSKIE,Powiat nowosądecki,Krynica-Zdrój,Krynica,Bulwary Dietla,Miasta poniżej 20000 mieszkańców,20.955889,49.41725,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-22,0.63,0.25,0.83,0.33,0.04
WOJ. MAŁOPOLSKIE,Powiat nowosądecki,Grybów,Grybów,Rynek,Miasta poniżej 20000 mieszkańców,20.944997,49.624972,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-04,"<0,3",,0.39,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat nowotarski,Rabka-Zdrój,Rabka Zdrój,Jana Pawła II,Miasta poniżej 20000 mieszkańców,19.966039,49.609589,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-20,0.43,0.18,0.75,0.3,0.04
WOJ. MAŁOPOLSKIE,Powiat nowotarski,Szczawnica,Szczawnica,Zdrojowa,Miasta poniżej 20000 mieszkańców,20.487528,49.428889,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-08,"<0,3",,0.38,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat proszowicki,Proszowice,Proszowice,3 Maja,Miasta poniżej 20000 mieszkańców,20.297694,50.191139,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-19,0.56,0.23,0.68,0.27,0.03
WOJ. MAŁOPOLSKIE,Powiat proszowicki,Nowe Brzesko,Nowe Brzesko,Krakowska,Miasta poniżej 20000 mieszkańców,20.373322,50.130833,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-30,"<0,3",,0.4,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat proszowicki,Koszyce,Koszyce,Rynek,Miasta poniżej 20000 mieszkańców,20.575778,50.167056,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-30,"<0,3",,0.45,0.18,0.02
WOJ. MAŁOPOLSKIE,Powiat suski,Sucha Beskidzka,Sucha Beskidzka,Tadeusza Semika,Miasta poniżej 20000 mieszkańców,19.593028,49.739569,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-05,"<0,3",,0.51,0.21,0.03
WOJ. MAŁOPOLSKIE,Powiat suski,Maków Podhalański,Maków Podhalański,Rynek,Miasta poniżej 20000 mieszkańców,19.677083,49.729989,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-24,0.33,0.2,0.51,0.2,0.03
WOJ. MAŁOPOLSKIE,Powiat suski,Jordanów,Jordanów,Rynek,Miasta poniżej 20000 mieszkańców,19.830119,49.649233,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-20,0.82,0.33,1.12,0.45,0.06
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Tuchów,Tuchów,Rynek,Miasta poniżej 20000 mieszkańców,21.053883,49.895,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-29,"<0,3",,0.41,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Żabno,Żabno,Rynek,Miasta poniżej 20000 mieszkańców,20.885378,50.132547,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-15,0.59,0.24,0.83,0.33,0.04
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Wojnicz,Wojnicz,Szkolna,Miasta poniżej 20000 mieszkańców,20.837472,49.960847,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-15,"<0,3",,0.39,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Ryglice,Ryglice,Tarnowska ,Miasta poniżej 20000 mieszkańców,21.136647,49.883028,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-29,"<0,3",,0.38,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Radłów,Radłów,Plac Tadeusza Kościuszki ,Miasta poniżej 20000 mieszkańców,20.8493,50.083903,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-15,"<0,3",,0.38,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Ciężkowice,Cięzkowice,Rynek,Miasta poniżej 20000 mieszkańców,20.974069,49.785773,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-04,"<0,3",,0.4,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Zakliczyn,Zakliczyn,Rynek,Miasta poniżej 20000 mieszkańców,20.808033000000002,49.855922,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-31,"<0,3",,0.4,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat bocheński,Bochnia,Łapczyca,Szkolna,Gminy wiejskie,20.37575,49.961806,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-01,"<0,3",,0.75,0.3,0.04
WOJ. MAŁOPOLSKIE,Powiat bocheński,Drwinia,Dziewin,Stojałowskiego,Gminy wiejskie,20.455019,50.075069,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-30,"<0,3",,0.36,0.14,0.02
WOJ. MAŁOPOLSKIE,Powiat bocheński,Lipnica Murowana,Lipnica Murowana,Rynek,Gminy wiejskie,20.527442,49.858933,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-31,"<0,3",,0.41,0.17,0.02
WOJ. MAŁOPOLSKIE,Powiat bocheński,Łapanów,Łapanów,Rynek,Gminy wiejskie,20.291392,49.864953,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-02,"<0,3",,0.36,0.14,0.02
WOJ. MAŁOPOLSKIE,Powiat bocheński,Rzezawa,Rzezawa,Kościelna,Gminy wiejskie,20.515594,49.987947,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-23,"<0,3",,0.43,0.17,0.02
WOJ. MAŁOPOLSKIE,Powiat bocheński,Trzciana,Trzciana,,Gminy wiejskie,20.36495,49.8458,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-02,"<0,3",,,,
WOJ. MAŁOPOLSKIE,Powiat bocheński,Żegocina,Żegocina,,Gminy wiejskie,20.418661,49.803097,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-02,"<0,3",,,,
WOJ. MAŁOPOLSKIE,Powiat miechowski,Kozłów,Kozłów,,Gminy wiejskie,20.02105,50.481311,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-18,0.4,0.18,0.64,0.26,0.03
WOJ. MAŁOPOLSKIE,Powiat miechowski,Racławice,Racławice,,Gminy wiejskie,20.233861,50.325778,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-19,"<0,3",,0.45,0.18,0.02
WOJ. MAŁOPOLSKIE,Powiat miechowski,Słaboszów,Słaboszów,,Gminy wiejskie,20.274369,50.387589,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-19,"<0,3",,0.38,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat miechowski,Charsznica,Charsznica,Mickiewicza,Gminy wiejskie,19.955658,50.394536,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-18,"<0,3",,0.56,0.22,0.03
WOJ. MAŁOPOLSKIE,Powiat miechowski,Gołcza,Gołcza,,Gminy wiejskie,19.928658,50.337464,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-18,"<0,3",,0.39,0.15,0.02
WOJ. MAŁOPOLSKIE,Powiat myślenicki,Lubień,Lubień,,Gminy wiejskie,19.977989,49.715919,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-12,0.43,0.18,0.56,0.23,0.03
WOJ. MAŁOPOLSKIE,Powiat myślenicki,Pcim,Pcim,,Gminy wiejskie,19.969494,49.751803,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-10,0.34,0.15,0.52,0.21,0.03
WOJ. MAŁOPOLSKIE,Powiat myślenicki,Raciechowice,Raciechowice,,Gminy wiejskie,20.140347,49.845058,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-09,"<0,3",,,,
WOJ. MAŁOPOLSKIE,Powiat myślenicki,Siepraw,Siepraw,,Gminy wiejskie,19.9695,49.909394,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-09,"<0,3",,0.33,0.13,0.02
WOJ. MAŁOPOLSKIE,Powiat myślenicki,Tokarnia,Tokarnia,Plac por. Mieczysława Targowskiego,Gminy wiejskie,19.879069,49.7325,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-12,"<0,3",,0.43,0.17,0.02
WOJ. MAŁOPOLSKIE,Powiat myślenicki,Wiśniowa,Wiśniowa,,Gminy wiejskie,20.116611,49.787417,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-10,0.36,0.21,0.48,0.19,0.02
WOJ. MAŁOPOLSKIE,Powiat proszowicki,Koniusza,Niegardów,,Gminy wiejskie,20.186889,50.216094,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-25,"<0,3",,0.35,0.14,0.02
WOJ. MAŁOPOLSKIE,Powiat proszowicki,Pałecznica,Pałecznica,Francuska,Gminy wiejskie,20.295006,50.292086,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-25,"<0,3",,0.34,0.14,0.02
WOJ. MAŁOPOLSKIE,Powiat proszowicki,Radziemice,Radziemice,,Gminy wiejskie,20.234133,50.254706,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-25,"<0,3",,0.33,0.13,0.02
WOJ. MAŁOPOLSKIE,Powiat suski,Budzów,Budzów,,Gminy wiejskie,19.673894,49.777053,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-05,"<0,3",,0.4,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat suski,Bystra-Sidzina,Bystra,,Gminy wiejskie,19.779889,49.646306,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-20,"<0,3",,0.4,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat suski,Jordanów,Łętownia,,Gminy wiejskie,19.865406,49.700033,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-12,"<0,3",,0.39,0.16,0.02
WOJ. MAŁOPOLSKIE,Powiat suski,Stryszawa,Stryszawa,,Gminy wiejskie,19.520872,49.711942,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-24,"<0,3",,0.42,0.17,0.02
WOJ. MAŁOPOLSKIE,Powiat suski,Zawoja,Zawoja,,Gminy wiejskie,19.556111,49.659111,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-24,"<0,3",,0.33,0.13,0.02
WOJ. MAŁOPOLSKIE,Powiat suski,Zembrzyce,Zembrzyce,,Gminy wiejskie,19.601375,49.775964,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-05,0.34,0.21,0.49,0.2,0.02
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Kijowska,Miasta powyżej 200000 mieszkańców,21.04873,52.251878,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-06,0.7,0.4,0.9,0.5,0.05
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Plac Józefa Piłsudskiego,Miasta powyżej 200000 mieszkańców,21.013137,52.241024,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-16,2.6,1.3,3.1,1.6,0.17
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Park Bródnowski,Miasta powyżej 200000 mieszkańców,21.0382,52.290968,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-18,0.4,0.2,0.7,0.4,0.04
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Al. Zjednoczenia/ul. Kasprowicza,Miasta powyżej 200000 mieszkańców,20.949724,52.280113,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-26,0.5,0.3,1.3,0.7,0.07
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Park im. Stefana Żeromskiego,Miasta powyżej 200000 mieszkańców,20.988975,52.267092,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-24,1.6,0.8,2.2,1.1,0.12
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Krasińskiego/Przasnyska,Miasta powyżej 200000 mieszkańców,20.967358,52.261162,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-24,1,0.5,1.6,0.8,0.09
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Okopowa/Leszno,Miasta powyżej 200000 mieszkańców,20.980619,52.238189,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-24,2.1,1.1,2.5,1.3,0.14
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Towarowa,Miasta powyżej 200000 mieszkańców,20.981906,52.232459,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-18,1.3,0.7,1.5,0.8,0.08
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Kasprowicza/Przytyk,Miasta powyżej 200000 mieszkańców,20.936284,52.287798,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-28,1.7,0.9,2.4,1.2,0.13
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Twarda/Pańska/Prosta,Miasta powyżej 200000 mieszkańców,20.996195,52.232323,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-16,2.2,1.1,2.6,1.3,0.14
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Męcińska/Ostrołęcka,Miasta powyżej 200000 mieszkańców,21.088619,52.244591,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-06,2.7,1.4,3.1,1.6,0.17
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Park im. Stefana Wiecheckiego-Wiecha,Miasta powyżej 200000 mieszkańców,21.052226,52.272205,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-18,0.6,0.3,0.9,0.5,0.05
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Plac Narutowicza,Miasta powyżej 200000 mieszkańców,20.984188,52.218941,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-18,2.8,1.4,4,2,0.21
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Pole Mokotowskie,Miasta powyżej 200000 mieszkańców,21.011987,52.215878,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-18,1.7,0.9,2.2,1.1,0.12
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Park Morskie Oko,Miasta powyżej 200000 mieszkańców,21.02763,52.203533,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-12,0.5,0.2,1,0.5,0.05
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Al. Jerozolimskie/ul. Mierzejowskiego,Miasta powyżej 200000 mieszkańców,20.949928,52.209676,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-27,2.1,1.1,2.5,1.3,0.14
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Karlińskiego/Sowińskiego,Miasta powyżej 200000 mieszkańców,20.936164,52.224562,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-26,0.4,0.2,1.4,0.7,0.08
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Park Sielecki,Miasta powyżej 200000 mieszkańców,21.04029,52.201106,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-12,0.7,0.4,1.5,0.8,0.09
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Skwer Powstańców Styczniowychj,Miasta powyżej 200000 mieszkańców,21.003011,52.265478,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-24,"<0,28",,1.2,0.6,0.06
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Al.Solidarności/ul.Sierakowskiego,Miasta powyżej 200000 mieszkańców,21.029599,52.252257,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-24,0.5,0.3,1.2,0.6,0.06
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Pasaż Wisławy Szymborskiej,Miasta powyżej 200000 mieszkańców,21.00746,52.22973,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-16,3.4,1.7,3.7,1.9,0.2
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Plac Politechniki,Miasta powyżej 200000 mieszkańców,21.011379,52.22027,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-15,3.3,1.7,4.2,2.1,0.23
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Plac trzech Krzyży,Miasta powyżej 200000 mieszkańców,21.022629,52.228727,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-15,1.6,0.8,1.8,0.9,0.1
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Al. Wilanowska/ul. Rzymowskiego,Miasta powyżej 200000 mieszkańców,21.004167,52.177777,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-12,1.2,0.6,1.8,0.9,0.1
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Skwer płk. A.W. Żurowskiego,Miasta powyżej 200000 mieszkańców,21.035287,52.259305,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-06,"<0,28",,0.5,0.3,0.03
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa,Plac Defilad,Miasta powyżej 200000 mieszkańców,21.0072577,52.234076,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-16,3.3,1.7,3.7,1.9,0.2
WOJ. MAZOWIECKIE,Powiat m. Płock,M. Płock,Płock,Róg al. Floriana Kobylińskiego i Spacerowej,Miasta w przedziale powyżej 100000 do 200000 mieszkańców,19.687579,52.55072,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-07,1.1,0.6,1.5,0.8,0.08
WOJ. MAZOWIECKIE,Powiat m. Płock,M. Płock,Płock,Bielska,Miasta w przedziale powyżej 100000 do 200000 mieszkańców,19.70406,52.55826,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-07,1.2,0.6,1.7,0.9,0.09
WOJ. MAZOWIECKIE,Powiat m. Płock,M. Płock,Płock,Wyszogrodzka,Miasta w przedziale powyżej 100000 do 200000 mieszkańców,19.753064,52.536235,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-07,2.1,1.1,2.5,1.3,0.14
WOJ. MAZOWIECKIE,Powiat m. Płock,M. Płock,Płock,Al. Jana Pawła II,Miasta w przedziale powyżej 100000 do 200000 mieszkańców,19.754755,52.531825,Składowa elektryczna 80[MHz] - 40[GHz],2023-11-07,0.5,0.3,0.9,0.5,0.05
